"tile","band","increment","decrease","average_difference","avg_abs_diff","avg_difference_percent","avg_abs_diff_perc","correlation","std_dev","out_name","year","abs_increment","tile_band","Location"
"10TES","Blue",-20,"True",4.63493105075312,4.6606665141755,26.4154055075737,26.6693101171128,0.940435670496293,2.74151867824723,"10TES_B02_20_D",2020,20,"10TES_B02","USA East"
"17SNB","Blue",-20,"True",6.86752048887902,6.94575937170469,30.2801666008965,30.6404135876027,0.772784719174242,3.85106491148738,"17SNB_B02_20_D",2020,20,"17SNB_B02","USA West"
"20MMD","Blue",-20,"True",3.55923065577976,3.58882462073775,10.0389200565285,10.1596693887731,0.933454651916156,1.54712412449497,"20MMD_B02_20_D",2020,20,"20MMD_B02","Brazil"
"10TES","Green",-20,"True",1.66398384929441,1.74111210396822,14.4934884870277,14.9252240888686,0.979966875875009,1.64917257148574,"10TES_B03_20_D",2020,20,"10TES_B03","USA East"
"17SNB","Green",-20,"True",0.728157395025705,2.62212061736684,3.00668681178736,15.1905710823898,0.821033714032228,3.70733310075384,"17SNB_B03_20_D",2020,20,"17SNB_B03","USA West"
"20MMD","Green",-20,"True",-2.22635386778736,2.64178921650533,-7.93238620594873,9.42730176926444,0.843697329395313,3.45058026227571,"20MMD_B03_20_D",2020,20,"20MMD_B03","Brazil"
"10TES","Red",-20,"True",-4.32024315448772,4.67803599518523,-25.9811902490169,33.8289595175036,0.845752164202092,4.52928695175048,"10TES_B04_20_D",2020,20,"10TES_B04","USA East"
"17SNB","Red",-20,"True",-1.8547134323,2.80344980875817,-10.2114345509896,16.8359105309976,0.879148661554931,2.99712841347954,"17SNB_B04_20_D",2020,20,"17SNB_B04","USA West"
"20MMD","Red",-20,"True",-2.4259546363829,2.94520125048528,-6.51616025977919,9.29152940639772,0.858076340493477,2.23664908625304,"20MMD_B04_20_D",2020,20,"20MMD_B04","Brazil"
"10TES","NIR",-20,"True",1.21398615695464,3.10627987376583,8.73313678597234,23.3873368071674,0.876814265808217,4.01245323581278,"10TES_B08_20_D",2020,20,"10TES_B08","USA East"
"17SNB","NIR",-20,"True",3.33629358524401,4.14140565543395,13.9185113484723,20.417880435988,0.804635217720397,4.09339815399326,"17SNB_B08_20_D",2020,20,"17SNB_B08","USA West"
"20MMD","NIR",-20,"True",-9.60398863563692,9.63722442422044,-32.2839068515838,32.7876635658328,0.815218316453025,2.50065340136825,"20MMD_B08_20_D",2020,20,"20MMD_B08","Brazil"
"55HEV","RedEdge",0,"True",0,0,0,0,1,0,"55HEV_original",2020,0,"55HEV_B05","Australia"
"49UCP","RedEdge",0,"True",0,0,0,0,1,0,"49UCP_original",2020,0,"49UCP_B05","Mongolia"
"49NHC","RedEdge",0,"True",0,0,0,0,1,0,"49NHC_original",2020,0,"49NHC_B05","Malaysia"
"35VML","RedEdge",0,"True",0,0,0,0,1,0,"35VML_original",2020,0,"35VML_B05","Finland"
"34UFD","RedEdge",0,"True",0,0,0,0,1,0,"34UFD_original",2020,0,"34UFD_B05","Poland"
"33NTG","RedEdge",0,"True",0,0,0,0,1,0,"33NTG_original",2020,0,"33NTG_B05","Cameroon"
"32UQU","RedEdge",0,"True",0,0,0,0,1,0,"32UQU_original",2020,0,"32UQU_B05","Germany"
"32TMT","RedEdge",0,"True",0,0,0,0,1,0,"32TMT_original",2020,0,"32TMT_B05","Switzerland"
"20MMD","RedEdge",0,"True",0,0,0,0,1,0,"20MMD_original",2020,0,"20MMD_B05","Brazil"
"17SNB","RedEdge",0,"True",0,0,0,0,1,0,"17SNB_original",2020,0,"17SNB_B05","USA West"
"10TES","RedEdge",0,"True",0,0,0,0,1,0,"10TES_original",2020,0,"10TES_B05","USA East"
"10TES","RedEdge",5,"False",-2.0533036430584,2.06775100294119,-13.4378761848112,13.8315514171133,0.986496164578266,1.30390698953773,"10TES_B05_05_I",2020,5,"10TES_B05","USA East"
"17SNB","RedEdge",5,"False",-0.306988932017587,1.50923189067915,-1.62548678535026,7.68686949178909,0.940300371261826,2.17533550362995,"17SNB_B05_05_I",2020,5,"17SNB_B05","USA West"
"20MMD","RedEdge",5,"False",0.405319335872574,1.27401961476321,1.46309428073214,4.13705250740987,0.919515765644639,1.65627930354785,"20MMD_B05_05_I",2020,5,"20MMD_B05","Brazil"
"32TMT","RedEdge",5,"False",-0.467821946045302,0.836399259999847,-5.67540113777263,7.99658299694938,0.994586573650403,1.08879665634154,"32TMT_B05_05_I",2020,5,"32TMT_B05","Switzerland"
"32UQU","RedEdge",5,"False",-0.519719403924604,0.908313210380378,-7.01318051726308,15.5418355670053,0.984868561422913,1.40229468489892,"32UQU_B05_05_I",2020,5,"32UQU_B05","Germany"
"33NTG","RedEdge",5,"False",-0.392354739277286,1.08766995404398,1.32226499209863,16.0860170077822,0.993450106238203,1.72499618125298,"33NTG_B05_05_I",2020,5,"33NTG_B05","Cameroon"
"34UFD","RedEdge",5,"False",-1.4740109949787,1.56839754885004,-35.0355513098774,40.9687317593729,0.958193933319163,1.65164978853028,"34UFD_B05_05_I",2020,5,"34UFD_B05","Poland"
"35VML","RedEdge",5,"False",-1.29342766912738,1.3832099488854,-41.367935126267,44.9895014307436,0.836556531748921,1.10994256311896,"35VML_B05_05_I",2020,5,"35VML_B05","Finland"
"49NHC","RedEdge",5,"False",-0.733781219040944,3.01391588263839,-1.44990717594549,7.86616356296116,0.8580516295849,4.22865064219969,"49NHC_B05_05_I",2020,5,"49NHC_B05","Malaysia"
"49UCP","RedEdge",5,"False",-0.399204282559044,1.0160080054656,-2.72685501337202,30.7227732801192,0.936372090303447,1.61897829503162,"49UCP_B05_05_I",2020,5,"49UCP_B05","Mongolia"
"55HEV","RedEdge",5,"False",1.75604834724264,3.12272954222677,44.464377565037,63.075135304175,0.87166360443609,3.71634255005838,"55HEV_B05_05_I",2020,5,"55HEV_B05","Australia"
"10TES","NIR2",5,"False",-2.23432756157938,2.54414956462215,-6.79633482447864,17.8358800115734,0.968765476406032,2.04877781065756,"10TES_B8A_05_I",2020,5,"10TES_B8A","USA East"
"17SNB","NIR2",5,"False",-1.12222381247567,2.44716396597625,-5.58865264551717,12.4894215805636,0.874068411519639,3.12964290268457,"17SNB_B8A_05_I",2020,5,"17SNB_B8A","USA West"
"20MMD","NIR2",5,"False",0.392906859933685,1.21156024370959,0.959246305442431,3.89093206943496,0.93884248200624,1.58293218352645,"20MMD_B8A_05_I",2020,5,"20MMD_B8A","Brazil"
"32TMT","NIR2",5,"False",0.0711639616866184,0.61120219609506,1.02197543687808,5.69516705387359,0.994658646784664,1.04103455515338,"32TMT_B8A_05_I",2020,5,"32TMT_B8A","Switzerland"
"32UQU","NIR2",5,"False",0.249344529106984,1.05572249999775,21.2062321196026,30.4100358492,0.978546079100094,1.64776875299532,"32UQU_B8A_05_I",2020,5,"32UQU_B8A","Germany"
"33NTG","NIR2",5,"False",-1.59739472610938,3.25855658885292,19.1597604704355,39.9745659527771,0.977044795499223,3.72405146159176,"33NTG_B8A_05_I",2020,5,"33NTG_B8A","Cameroon"
"34UFD","NIR2",5,"False",0.726905964812277,1.34200700849872,31.306492331663,41.4709326524163,0.931447274716504,1.70506749859693,"34UFD_B8A_05_I",2020,5,"34UFD_B8A","Poland"
"35VML","NIR2",5,"False",0.823132600835349,0.926591124096089,19.4172327085694,22.6844144886496,0.913651426260201,0.875152043966893,"35VML_B8A_05_I",2020,5,"35VML_B8A","Finland"
"49NHC","NIR2",5,"False",-4.2020005116355,4.82100062906076,-9.67190734203261,11.9463225000493,0.911432059016949,3.4161662845505,"49NHC_B8A_05_I",2020,5,"49NHC_B8A","Malaysia"
"49UCP","NIR2",5,"False",-0.24512269174455,1.51078742457213,14.6400484286387,45.4920495075818,0.874478678362152,2.245127597855,"49UCP_B8A_05_I",2020,5,"49UCP_B8A","Mongolia"
"55HEV","NIR2",5,"False",2.13572472865766,3.50175936684676,55.6492046307499,65.5603615824731,0.880229438993787,3.76095330504447,"55HEV_B8A_05_I",2020,5,"55HEV_B8A","Australia"
"10TES","SWIR1",5,"False",-0.852473869318322,1.27885400424922,-1.63329364279091,9.44077908170505,0.985142266340349,1.41588803816227,"10TES_B11_05_I",2020,5,"10TES_B11","USA East"
"17SNB","SWIR1",5,"False",-1.03658055590911,1.77353468540454,-4.38505374303374,8.56800981962308,0.934208658297151,2.22113012722236,"17SNB_B11_05_I",2020,5,"17SNB_B11","USA West"
"20MMD","SWIR1",5,"False",-0.222036305500643,0.756737615378791,-0.821938039085789,2.42132449737224,0.971284624404242,1.08302426802614,"20MMD_B11_05_I",2020,5,"20MMD_B11","Brazil"
"32TMT","SWIR1",5,"False",-0.0944479444825575,0.579330821369221,-1.24655598464667,5.25320395415677,0.995607570781796,0.950179019714466,"32TMT_B11_05_I",2020,5,"32TMT_B11","Switzerland"
"32UQU","SWIR1",5,"False",-0.456610174646678,0.926353322652303,1.00871441467589,16.4594325209911,0.988975556529757,1.37675243553532,"32UQU_B11_05_I",2020,5,"32UQU_B11","Germany"
"33NTG","SWIR1",5,"False",-1.55314865562163,1.75027178615606,-12.7206547686456,21.4897317777285,0.995390094721641,1.71197740707345,"33NTG_B11_05_I",2020,5,"33NTG_B11","Cameroon"
"34UFD","SWIR1",5,"False",0.624999699323509,0.925304466691553,6.74109277023061,20.9870527758621,0.979269476281376,1.21581809131962,"34UFD_B11_05_I",2020,5,"34UFD_B11","Poland"
"35VML","SWIR1",5,"False",0.613620679192234,0.731342638256375,11.1886530498382,17.5586183443717,0.940139975164601,0.791603457962771,"35VML_B11_05_I",2020,5,"35VML_B11","Finland"
"49NHC","SWIR1",5,"False",-2.80745174803401,3.96901009347521,-5.93730179209698,9.87974423096063,0.893522981938652,3.75425606450866,"49NHC_B11_05_I",2020,5,"49NHC_B11","Malaysia"
"49UCP","SWIR1",5,"False",-1.32799067103998,2.28947858091695,-72.9621035333767,85.3463000379729,0.769945169600235,3.16017747453783,"49UCP_B11_05_I",2020,5,"49UCP_B11","Mongolia"
"55HEV","SWIR1",5,"False",-0.3687559958564,1.24536974136098,12.7115811636208,31.9864752478649,0.97794958259376,1.74011212151379,"55HEV_B11_05_I",2020,5,"55HEV_B11","Australia"
"10TES","SWIR2",5,"False",1.03860203554817,1.20072073860611,5.71151006901923,7.92124715996191,0.989614500174702,1.16992213150112,"10TES_B12_05_I",2020,5,"10TES_B12","USA East"
"17SNB","SWIR2",5,"False",-3.07727233655679,3.50316897372395,-17.2789714151668,19.3453231408749,0.867430334548287,3.40725360261253,"17SNB_B12_05_I",2020,5,"17SNB_B12","USA West"
"20MMD","SWIR2",5,"False",0.56459964765621,0.89309018863998,1.64929557033179,2.87749122407745,0.967000915185803,1.08200170687947,"20MMD_B12_05_I",2020,5,"20MMD_B12","Brazil"
"32TMT","SWIR2",5,"False",0.661265223461228,0.85720027405832,4.70980053310093,7.46015186085001,0.994250543739502,1.08958037626301,"32TMT_B12_05_I",2020,5,"32TMT_B12","Switzerland"
"32UQU","SWIR2",5,"False",0.78289217855023,1.0940625126082,10.2244647509254,19.6977363513604,0.982961032670027,1.62688052538259,"32UQU_B12_05_I",2020,5,"32UQU_B12","Germany"
"33NTG","SWIR2",5,"False",-2.0978161683797,2.18005446891674,-32.2565807523302,35.4793652350604,0.991359026622821,2.03097456938962,"33NTG_B12_05_I",2020,5,"33NTG_B12","Cameroon"
"34UFD","SWIR2",5,"False",-0.143651938133844,0.899662800638881,-14.1563012516414,30.7635594120454,0.96356441876977,1.29867569216958,"34UFD_B12_05_I",2020,5,"34UFD_B12","Poland"
"35VML","SWIR2",5,"False",1.23083114275857,1.51925435306548,20.7712403638133,32.2031851257341,0.869168909843424,1.42817250308331,"35VML_B12_05_I",2020,5,"35VML_B12","Finland"
"49NHC","SWIR2",5,"False",-3.62858535267631,4.60708447158785,-7.92132812653527,11.3745117109495,0.888077143526237,3.87167880150519,"49NHC_B12_05_I",2020,5,"49NHC_B12","Malaysia"
"49UCP","SWIR2",5,"False",1.07544550720431,1.90288444102197,-17.0931104064129,56.3658327321141,0.914385161377598,2.78869330845743,"49UCP_B12_05_I",2020,5,"49UCP_B12","Mongolia"
"55HEV","SWIR2",5,"False",3.89325010804296,4.024346774235,64.1494332253639,67.1745142336527,0.903377881360449,3.30477290003087,"55HEV_B12_05_I",2020,5,"55HEV_B12","Australia"
"10TES","RedEdge",-5,"True",-1.24280928937392,1.41671748023932,-7.72499141695613,10.3721104125711,0.98532427505416,1.35814223618354,"10TES_B05_05_D",2020,5,"10TES_B05","USA East"
"17SNB","RedEdge",-5,"True",-3.99037362262107,4.21868564476533,-20.9127957715191,22.2336585720196,0.854180881215987,3.30282514111924,"17SNB_B05_05_D",2020,5,"17SNB_B05","USA West"
"20MMD","RedEdge",-5,"True",1.18407783810696,1.45265710121773,3.24406607436852,4.28515308758009,0.970606171855606,1.25643954459412,"20MMD_B05_05_D",2020,5,"20MMD_B05","Brazil"
"32TMT","RedEdge",-5,"True",-0.345846614851478,0.833550880168675,-5.02323760920986,8.17831713285489,0.994107661083274,1.16210755376784,"32TMT_B05_05_D",2020,5,"32TMT_B05","Switzerland"
"32UQU","RedEdge",-5,"True",-1.29795211799486,1.52316135276071,-11.362130208763,21.4698587001637,0.98222401256392,1.88837384867715,"32UQU_B05_05_D",2020,5,"32UQU_B05","Germany"
"33NTG","RedEdge",-5,"True",-1.04623756830606,1.33596654580606,-3.73848532884178,15.9374139518959,0.99505849836965,1.57844151211061,"33NTG_B05_05_D",2020,5,"33NTG_B05","Cameroon"
"34UFD","RedEdge",-5,"True",-1.59557714477486,1.68511720428308,-41.2145306663968,46.1708835406775,0.950715102378037,1.70554724623124,"34UFD_B05_05_D",2020,5,"34UFD_B05","Poland"
"35VML","RedEdge",-5,"True",-1.82700837145705,1.90443300135757,-55.3183400708015,59.0894343424365,0.717459814640188,1.4103553892811,"35VML_B05_05_D",2020,5,"35VML_B05","Finland"
"49NHC","RedEdge",-5,"True",-3.91892156351233,4.51251640307745,-8.88810973809344,11.0299893015109,0.923684401212438,3.26150660597163,"49NHC_B05_05_D",2020,5,"49NHC_B05","Malaysia"
"49UCP","RedEdge",-5,"True",-1.00173470095864,1.81664342608181,-49.6639111424017,59.9067123265473,0.825952241098763,2.64265627490595,"49UCP_B05_05_D",2020,5,"49UCP_B05","Mongolia"
"55HEV","RedEdge",-5,"True",-0.844174111959207,1.54915607387384,-9.52103687497177,33.9359117600629,0.962608034526694,2.05195158447966,"55HEV_B05_05_D",2020,5,"55HEV_B05","Australia"
"10TES","NIR2",-5,"True",-0.646662312025556,0.926241560211255,-0.41484616404608,8.25050663142233,0.99135812148072,1.07853632464082,"10TES_B8A_05_D",2020,5,"10TES_B8A","USA East"
"17SNB","NIR2",-5,"True",-2.1046368144475,2.75843515763437,-10.6642434636664,14.2585361494478,0.885299314103059,3.03306319284207,"17SNB_B8A_05_D",2020,5,"17SNB_B8A","USA West"
"20MMD","NIR2",-5,"True",-0.89526049084959,1.30712176731173,-2.85868562637035,4.30983007146479,0.93660817279011,1.54043443266818,"20MMD_B8A_05_D",2020,5,"20MMD_B8A","Brazil"
"32TMT","NIR2",-5,"True",-0.232985332508265,0.649753884671748,-1.06459731705069,5.56733388125114,0.995217440714271,0.996430393007132,"32TMT_B8A_05_D",2020,5,"32TMT_B8A","Switzerland"
"32UQU","NIR2",-5,"True",0.503191817641582,1.1302092081221,24.7086456184518,32.3390983275641,0.978495980425731,1.6493631920293,"32UQU_B8A_05_D",2020,5,"32UQU_B8A","Germany"
"33NTG","NIR2",-5,"True",-2.05307346346301,3.80588096056813,18.1999734100626,42.844341759962,0.973973805262481,4.10857997060896,"33NTG_B8A_05_D",2020,5,"33NTG_B8A","Cameroon"
"34UFD","NIR2",-5,"True",0.0641980893435868,1.46544472802137,25.7997658510259,41.7667576858088,0.925891587502691,1.95155135057517,"34UFD_B8A_05_D",2020,5,"34UFD_B8A","Poland"
"35VML","NIR2",-5,"True",-0.802410021984852,1.05721140597373,-15.1968826958149,26.5113507326371,0.851715269791966,1.11461373535835,"35VML_B8A_05_D",2020,5,"35VML_B8A","Finland"
"49NHC","NIR2",-5,"True",-3.02232854969068,3.84724095172713,-6.63211124726121,9.58452322789897,0.911620821778967,3.4044507227283,"49NHC_B8A_05_D",2020,5,"49NHC_B8A","Malaysia"
"49UCP","NIR2",-5,"True",-0.1821612963443,1.51216127980394,-17.1329358484055,57.5812484302464,0.862479627282667,2.29905524648702,"49UCP_B8A_05_D",2020,5,"49UCP_B8A","Mongolia"
"55HEV","NIR2",-5,"True",0.566548513512401,1.37478058221623,34.5410796779681,41.4340254149797,0.975487843887621,1.73654734326115,"55HEV_B8A_05_D",2020,5,"55HEV_B8A","Australia"
"10TES","SWIR1",-5,"True",-0.372312069296619,0.755731133649832,-1.74648775402224,6.04805576216712,0.990798178731043,1.08087453199469,"10TES_B11_05_D",2020,5,"10TES_B11","USA East"
"17SNB","SWIR1",-5,"True",0.241120444990821,2.52616160505757,1.01261105912649,12.3796066004779,0.850922138917074,3.39101772676685,"17SNB_B11_05_D",2020,5,"17SNB_B11","USA West"
"20MMD","SWIR1",-5,"True",0.65145146184372,1.1534548440121,2.11059993124953,3.70004149889427,0.945288781582513,1.38197348297884,"20MMD_B11_05_D",2020,5,"20MMD_B11","Brazil"
"32TMT","SWIR1",-5,"True",0.0491646895206309,0.690751260947525,-0.532227754992784,6.42366409504395,0.994364268486488,1.08618225504373,"32TMT_B11_05_D",2020,5,"32TMT_B11","Switzerland"
"32UQU","SWIR1",-5,"True",0.277997522407914,0.863854607261758,4.70516492235655,17.7970832005573,0.983925008991993,1.45618088224661,"32UQU_B11_05_D",2020,5,"32UQU_B11","Germany"
"33NTG","SWIR1",-5,"True",-1.26738597918491,1.47424184624471,-5.04563533341557,17.9318024067984,0.996842918832709,1.44437345522121,"33NTG_B11_05_D",2020,5,"33NTG_B11","Cameroon"
"34UFD","SWIR1",-5,"True",-0.435518621018743,1.05350109676308,-20.3380157032487,32.9255429142899,0.947509396640446,1.51474119208432,"34UFD_B11_05_D",2020,5,"34UFD_B11","Poland"
"35VML","SWIR1",-5,"True",-1.49101710159665,1.58702933040521,-51.8882685401528,54.9332687858052,0.785294561340881,1.31648251236758,"35VML_B11_05_D",2020,5,"35VML_B11","Finland"
"49NHC","SWIR1",-5,"True",-2.22288956674509,2.55570894474226,-5.08409114860987,6.21925106544867,0.961988391379227,2.24870573612406,"49NHC_B11_05_D",2020,5,"49NHC_B11","Malaysia"
"49UCP","SWIR1",-5,"True",0.0607302759813183,1.84695878092692,-18.0774138480978,51.1743514291153,0.829510645291486,2.97020696452452,"49UCP_B11_05_D",2020,5,"49UCP_B11","Mongolia"
"55HEV","SWIR1",-5,"True",2.15525996487042,2.76212993798934,47.2286914269152,58.2820866633078,0.919600068825714,2.95987403061859,"55HEV_B11_05_D",2020,5,"55HEV_B11","Australia"
"10TES","SWIR2",-5,"True",1.40104311699218,1.50179400226104,7.20905430570305,9.04582316050036,0.986512797421788,1.35221125635273,"10TES_B12_05_D",2020,5,"10TES_B12","USA East"
"17SNB","SWIR2",-5,"True",0.64407904285164,2.48553172554937,1.35299361681262,12.3793529641401,0.877192786975678,3.41091578347551,"17SNB_B12_05_D",2020,5,"17SNB_B12","USA West"
"20MMD","SWIR2",-5,"True",-2.23614856580351,2.34952489122822,-6.69820291423368,7.5590396596025,0.944410416532352,1.40204220597752,"20MMD_B12_05_D",2020,5,"20MMD_B12","Brazil"
"32TMT","SWIR2",-5,"True",0.468593971250557,0.73821844482931,3.841405573762,6.8064140965666,0.995211470107586,0.985910124842923,"32TMT_B12_05_D",2020,5,"32TMT_B12","Switzerland"
"32UQU","SWIR2",-5,"True",-0.00707286069532441,0.586411274888292,1.35137567205104,11.4405506361098,0.992552628085763,0.974815886390267,"32UQU_B12_05_D",2020,5,"32UQU_B12","Germany"
"33NTG","SWIR2",-5,"True",-0.751706346016787,0.972784025500387,-0.589444920655966,10.7179618238778,0.997491052536146,1.16469233322573,"33NTG_B12_05_D",2020,5,"33NTG_B12","Cameroon"
"34UFD","SWIR2",-5,"True",0.294673220305066,0.759891940179534,-5.62134376351256,21.2886414219415,0.981651194138672,1.15454919990512,"34UFD_B12_05_D",2020,5,"34UFD_B12","Poland"
"35VML","SWIR2",-5,"True",-0.0583575054080472,0.967068548126814,-8.88170458738646,29.0133812288191,0.843885708662698,1.30706663708139,"35VML_B12_05_D",2020,5,"35VML_B12","Finland"
"49NHC","SWIR2",-5,"True",-2.79243927564436,3.43632567696065,-6.31932950447611,8.48237264712556,0.92475573145211,3.12075843258712,"49NHC_B12_05_D",2020,5,"49NHC_B12","Malaysia"
"49UCP","SWIR2",-5,"True",-0.260058823987535,1.76132288533653,-34.8079674104562,59.4052596329773,0.842455447316877,2.68041468148746,"49UCP_B12_05_D",2020,5,"49UCP_B12","Mongolia"
"55HEV","SWIR2",-5,"True",3.34957961981167,3.7431495249725,40.7894836300661,59.3993376945415,0.905783990989166,3.77058332293863,"55HEV_B12_05_D",2020,5,"55HEV_B12","Australia"
"10TES","RedEdge",10,"False",-4.92183343890818,4.94226855679202,-31.0647713729399,32.2713895968321,0.943317897387621,2.63511526171879,"10TES_B05_10_I",2020,10,"10TES_B05","USA East"
"17SNB","RedEdge",10,"False",-1.62756851276373,2.73049039323233,-10.2371898563917,15.4124753385791,0.865305585432946,3.58297791807623,"17SNB_B05_10_I",2020,10,"17SNB_B05","USA West"
"20MMD","RedEdge",10,"False",0.960577086333429,1.32298737972819,2.79285776447683,4.12887077639964,0.953811892572244,1.3353965324508,"20MMD_B05_10_I",2020,10,"20MMD_B05","Brazil"
"32TMT","RedEdge",10,"False",0.0330803493532113,1.31356580681343,-5.29803247330973,11.4704135361231,0.991061118939155,1.7761588683325,"32TMT_B05_10_I",2020,10,"32TMT_B05","Switzerland"
"32UQU","RedEdge",10,"False",-1.04947200561775,1.22706882157178,-14.0646552541771,20.0300450715302,0.983179693588517,1.55900859695292,"32UQU_B05_10_I",2020,10,"32UQU_B05","Germany"
"33NTG","RedEdge",10,"False",-2.34877456255682,2.47982117099266,-17.5007152974793,28.4233336246284,0.989892666207842,2.30338256439027,"33NTG_B05_10_I",2020,10,"33NTG_B05","Cameroon"
"34UFD","RedEdge",10,"False",-1.66384420212289,1.83274144973909,-32.3132224940219,40.439609371473,0.926501427574527,2.10310113155006,"34UFD_B05_10_I",2020,10,"34UFD_B05","Poland"
"35VML","RedEdge",10,"False",-1.52454159883058,1.67462374925631,-38.0694469492431,45.6553989117611,0.678427153441779,1.47987329630872,"35VML_B05_10_I",2020,10,"35VML_B05","Finland"
"49NHC","RedEdge",10,"False",-2.90159572027679,3.25232203921543,-7.50201658801595,8.54482094471916,0.939835937507007,2.89578827608329,"49NHC_B05_10_I",2020,10,"49NHC_B05","Malaysia"
"49UCP","RedEdge",10,"False",-1.53378240038511,1.79333636949984,-20.1372622061112,43.8690717883675,0.858069394862706,2.57020941457313,"49UCP_B05_10_I",2020,10,"49UCP_B05","Mongolia"
"55HEV","RedEdge",10,"False",2.83383144329382,3.14154712497079,51.4629599922576,60.6444666230003,0.920220181477309,3.00081043379158,"55HEV_B05_10_I",2020,10,"55HEV_B05","Australia"
"10TES","NIR2",10,"False",-1.30995322377406,2.25111537408434,0.785576234279721,17.836337878005,0.962623276050983,2.3666775069373,"10TES_B8A_10_I",2020,10,"10TES_B8A","USA East"
"17SNB","NIR2",10,"False",0.0892079910557254,2.42672725238947,0.574750238816181,12.1088111255512,0.87255127516641,3.14905268476545,"17SNB_B8A_10_I",2020,10,"17SNB_B8A","USA West"
"20MMD","NIR2",10,"False",1.0942945146541,1.50347177018762,2.95063079120813,4.69147864206679,0.95573050706301,1.44704291541775,"20MMD_B8A_10_I",2020,10,"20MMD_B8A","Brazil"
"32TMT","NIR2",10,"False",-0.243607182362796,0.796349748788766,1.28247803055131,7.98475196980866,0.993988898091378,1.15123232833745,"32TMT_B8A_10_I",2020,10,"32TMT_B8A","Switzerland"
"32UQU","NIR2",10,"False",-0.0724485216766297,1.92292344135956,26.1794096340332,40.9795602656405,0.954209723698633,2.65544380088315,"32UQU_B8A_10_I",2020,10,"32UQU_B8A","Germany"
"33NTG","NIR2",10,"False",2.85680098219351,5.22282840427026,48.9687366747455,56.5538421131672,0.948270914281758,6.49793084966615,"33NTG_B8A_10_I",2020,10,"33NTG_B8A","Cameroon"
"34UFD","NIR2",10,"False",1.89267034358326,2.22397181903193,52.6932039767081,56.3148991485267,0.878521605257567,2.23898533170474,"34UFD_B8A_10_I",2020,10,"34UFD_B8A","Poland"
"35VML","NIR2",10,"False",1.55811191267212,1.64226282741803,35.1514272184766,36.9046922963068,0.795291672102947,1.24807635428787,"35VML_B8A_10_I",2020,10,"35VML_B8A","Finland"
"49NHC","NIR2",10,"False",-2.67929746444317,3.85235692546873,-5.83284285152482,9.76164708500322,0.889815111764878,3.74412131505356,"49NHC_B8A_10_I",2020,10,"49NHC_B8A","Malaysia"
"49UCP","NIR2",10,"False",3.02508550220962,3.69654254952858,76.8702959449734,83.4522574987671,0.749361940065409,2.96396624113729,"49UCP_B8A_10_I",2020,10,"49UCP_B8A","Mongolia"
"55HEV","NIR2",10,"False",2.14791926256384,3.00707702776285,56.1447178285332,62.5204907511985,0.925460372941206,3.02578124877157,"55HEV_B8A_10_I",2020,10,"55HEV_B8A","Australia"
"10TES","SWIR1",10,"False",-0.223047856507649,0.722125333840163,0.583809134770661,6.32043945415097,0.990968892335196,1.07007418384,"10TES_B11_10_I",2020,10,"10TES_B11","USA East"
"17SNB","SWIR1",10,"False",-2.31913603946786,2.86391647629377,-10.4040470892673,14.1213263432431,0.868881815846539,3.08192548375808,"17SNB_B11_10_I",2020,10,"17SNB_B11","USA West"
"20MMD","SWIR1",10,"False",3.71229569191124,3.82797851396562,10.1741088884324,10.8522736733826,0.956329250020601,1.66478335923262,"20MMD_B11_10_I",2020,10,"20MMD_B11","Brazil"
"32TMT","SWIR1",10,"False",0.329011202276135,0.765811873761708,1.53254785277903,6.79537827521867,0.994317811943642,1.11615402895352,"32TMT_B11_10_I",2020,10,"32TMT_B11","Switzerland"
"32UQU","SWIR1",10,"False",1.23842082449332,1.31291026619738,16.7456622217054,21.0653328785792,0.990713584756735,1.31842780732647,"32UQU_B11_10_I",2020,10,"32UQU_B11","Germany"
"33NTG","SWIR1",10,"False",-2.42648091060425,2.71028907361147,-1.93218901177322,22.0870115587596,0.993243120087477,2.51481091079186,"33NTG_B11_10_I",2020,10,"33NTG_B11","Cameroon"
"34UFD","SWIR1",10,"False",-0.353530297793433,0.963233194805353,-19.088437772974,32.8387119576202,0.960043720950061,1.32274685056525,"34UFD_B11_10_I",2020,10,"34UFD_B11","Poland"
"35VML","SWIR1",10,"False",1.84191956440066,2.10437623314752,31.35064248907,41.1376517665886,0.792403439275174,1.77901931087563,"35VML_B11_10_I",2020,10,"35VML_B11","Finland"
"49NHC","SWIR1",10,"False",-1.56210735843285,3.71065265264742,-3.48508189030727,9.59567301472907,0.803025014925324,5.00106561923396,"49NHC_B11_10_I",2020,10,"49NHC_B11","Malaysia"
"49UCP","SWIR1",10,"False",0.875934042813738,1.40234608569535,24.8755387743845,37.938206814971,0.913027739629441,1.97879479167631,"49UCP_B11_10_I",2020,10,"49UCP_B11","Mongolia"
"55HEV","SWIR1",10,"False",0.246108867596571,1.98904623093388,18.5760722551597,56.7096754234814,0.939805375709789,2.5701596915766,"55HEV_B11_10_I",2020,10,"55HEV_B11","Australia"
"10TES","SWIR2",10,"False",2.57720320567045,2.64968767888577,12.2469338341361,13.8354139398386,0.979942694825437,1.7779379775418,"10TES_B12_10_I",2020,10,"10TES_B12","USA East"
